id,userid,date,time,category,zone
9351408,13251,11/23/2009,1:08:30 PM,7,32
9351407,13251,11/23/2009,1:17:58 PM,935,32
9351406,13251,11/23/2009,1:18:13 PM,7,32
9351405,13251,11/23/2009,1:18:26 PM,7,32
9351404,13251,11/23/2009,1:18:33 PM,7,32
9351403,13251,11/23/2009,1:18:42 PM,7,32
9351402,13251,11/23/2009,1:18:51 PM,12,32
9351401,13251,11/23/2009,1:19:00 PM,7,32
9351400,13251,11/23/2009,1:19:17 PM,4,32
9351399,13251,11/23/2009,1:19:30 PM,7,32
9351398,13251,11/23/2009,1:19:44 PM,4,32
9351397,13251,11/23/2009,1:19:52 PM,925,32
9351396,13251,11/23/2009,1:19:58 PM,7,32
9351395,13251,11/23/2009,1:20:06 PM,4,32
9351394,13251,11/23/2009,1:20:16 PM,4,32
9351393,13251,11/23/2009,1:28:58 PM,925,32
9351392,13251,11/23/2009,1:29:15 PM,4,32
9351391,13251,11/23/2009,1:29:28 PM,7,32
9351390,13251,11/23/2009,1:29:38 PM,7,32
9351389,13251,11/23/2009,1:29:45 PM,7,32
9351388,13251,11/23/2009,1:29:59 PM,7,32
9351387,13251,11/23/2009,1:30:08 PM,7,32
9351386,13251,11/23/2009,1:30:16 PM,7,32
9351385,13251,11/23/2009,1:30:26 PM,4,32
9351384,13251,11/23/2009,1:30:38 PM,4,32
9351383,13251,11/23/2009,1:30:47 PM,7,32
9351382,13251,11/23/2009,1:30:54 PM,7,32
9351381,13251,11/23/2009,1:31:38 PM,6,32
9351380,13251,11/23/2009,7:58:18 PM,7,32
9351379,13251,11/23/2009,7:58:25 PM,199,32
9351378,13251,11/23/2009,7:58:35 PM,7,32
9351377,13251,11/23/2009,7:58:44 PM,12,32
9351376,13251,11/23/2009,7:58:53 PM,7,32
9351375,13251,11/23/2009,7:59:00 PM,7,32
9351374,13251,11/23/2009,7:59:10 PM,7,32
9351373,13251,11/23/2009,7:59:18 PM,7,32
9351372,13251,11/23/2009,7:59:28 PM,12,32
9351371,13251,11/23/2009,7:59:36 PM,7,32
9351370,13251,11/23/2009,7:59:43 PM,4,32
9351369,13251,11/23/2009,7:59:51 PM,7,32
9351368,13251,11/23/2009,7:59:58 PM,936,32
9351367,13251,11/23/2009,8:00:28 PM,12,32
9351366,13251,11/23/2009,8:00:43 PM,4,32
9351365,13251,11/23/2009,8:00:49 PM,6,32
9351364,13251,11/23/2009,8:00:58 PM,12,32
9351363,13251,11/23/2009,8:01:06 PM,7,32
9351362,13251,11/23/2009,8:01:31 PM,12,32
9351361,13251,11/23/2009,8:01:40 PM,7,32
9351360,13251,11/23/2009,8:21:52 PM,4,32
9351359,13251,11/23/2009,8:22:03 PM,7,32
9351331,13251,12/1/2009,4:35:17 AM,7,32
9351330,13251,12/1/2009,4:35:25 AM,12,32
9351329,13251,12/1/2009,4:35:32 AM,4,32
9351328,13251,12/1/2009,4:35:45 AM,7,32
9351327,13251,12/1/2009,4:35:52 AM,12,32
9351326,13251,12/1/2009,4:36:07 AM,7,32
9351325,13251,12/1/2009,4:36:13 AM,199,32
9351324,13251,12/1/2009,4:36:25 AM,7,32
9351323,13251,12/1/2009,4:36:33 AM,7,32
9351322,13251,12/1/2009,4:36:41 AM,7,32
9351321,13251,12/1/2009,4:36:49 AM,12,32
9351320,13251,12/1/2009,8:23:55 PM,7,32
9351319,13251,12/1/2009,8:24:02 PM,7,32
9351318,13251,12/1/2009,8:24:09 PM,199,32
9351317,13251,12/1/2009,8:24:16 PM,4,32
9351316,13251,12/1/2009,8:24:26 PM,7,32
9351315,13251,12/1/2009,8:24:33 PM,7,32
9351314,13251,12/1/2009,8:24:42 PM,7,32
9351313,13251,12/1/2009,10:55:08 PM,12,32
9351312,13251,12/1/2009,10:57:37 PM,4,32
9351311,13251,12/1/2009,10:57:49 PM,7,32
9351310,13251,12/1/2009,10:57:59 PM,4,32
9351309,13251,12/1/2009,10:58:06 PM,925,32
9351308,13251,12/1/2009,10:58:18 PM,7,32
9351307,13251,12/1/2009,11:03:40 PM,6,32
9351306,13251,12/1/2009,11:03:56 PM,7,32
9351305,13251,12/1/2009,11:04:04 PM,4,32
9351304,13251,12/1/2009,11:04:20 PM,925,32
9351303,13251,12/1/2009,11:11:02 PM,7,32
9351302,13251,12/1/2009,11:11:15 PM,936,32
9351301,13251,12/1/2009,11:11:26 PM,7,32
9351300,13251,12/2/2009,5:43:24 AM,7,32
9351299,13251,12/2/2009,5:43:34 AM,7,32
9351298,13251,12/2/2009,5:43:56 AM,7,32
9351297,13251,12/2/2009,5:44:08 AM,7,32
9351296,13251,12/2/2009,5:44:18 AM,7,32
9351295,13251,12/2/2009,5:44:28 AM,7,32
9351294,13251,12/2/2009,5:44:40 AM,218,32
9351293,13251,12/2/2009,5:44:49 AM,925,32
9351292,13251,12/2/2009,5:44:59 AM,6,32
9351291,13251,12/2/2009,5:45:16 AM,7,32
9351290,13251,12/2/2009,5:45:25 AM,7,32
9351289,13251,12/2/2009,5:45:36 AM,925,32
9351288,13251,12/2/2009,5:45:46 AM,7,32
9351287,13251,12/2/2009,5:46:03 AM,6,32
9351286,13251,12/2/2009,5:46:10 AM,7,32
9351285,13251,12/2/2009,5:46:16 AM,7,32
9351284,13251,12/2/2009,5:46:28 AM,6,32
9351283,13251,12/2/2009,5:46:36 AM,7,32
9351282,13251,12/2/2009,5:46:45 AM,4,32
9351281,13251,12/2/2009,5:47:02 AM,6,32
9351280,13251,12/2/2009,1:53:15 PM,7,32
9351279,13251,12/2/2009,1:54:05 PM,7,32
9351278,13251,12/2/2009,1:58:59 PM,7,32
9351277,13251,12/2/2009,1:59:11 PM,7,32
9351276,13251,12/2/2009,1:59:21 PM,925,32
9351275,13251,12/2/2009,1:59:34 PM,6,32
9351274,13251,12/2/2009,2:04:58 PM,191,32
9351273,13251,12/2/2009,2:05:13 PM,7,32
9351272,13251,12/2/2009,2:05:23 PM,7,32
9351271,13251,12/2/2009,2:05:35 PM,6,32
9351270,13251,12/2/2009,2:27:58 PM,935,25
9351269,13251,12/2/2009,2:28:08 PM,935,25
9351267,13251,12/2/2009,2:28:51 PM,12,25
9351266,13251,12/2/2009,2:29:09 PM,925,25
9351265,13251,12/2/2009,2:29:30 PM,942,25
9351264,13251,12/2/2009,2:31:18 PM,6,25
9351263,13251,12/2/2009,2:31:29 PM,80,25
9351262,13251,12/2/2009,2:31:38 PM,7,25
9351261,13251,12/2/2009,2:31:50 PM,7,25
9351260,13251,12/2/2009,2:33:25 PM,12,25
9351259,13251,12/2/2009,2:34:56 PM,7,25
9351258,13251,12/2/2009,2:35:24 PM,6,25
9351257,13251,12/2/2009,2:36:27 PM,12,25
9351256,13251,12/2/2009,2:39:10 PM,7,25
9351255,13251,12/2/2009,2:39:21 PM,12,25
9351254,13251,12/2/2009,2:39:30 PM,205,25
9351253,13251,12/2/2009,2:40:42 PM,7,25
9351252,13251,12/2/2009,2:40:49 PM,936,25
9351251,13251,12/2/2009,2:41:07 PM,7,25
9351250,13251,12/2/2009,2:41:20 PM,925,25
9351249,13251,12/2/2009,2:42:22 PM,6,25
9351248,13251,12/2/2009,2:42:33 PM,3,25
9351247,13251,12/2/2009,2:44:19 PM,7,32
9351246,13251,12/2/2009,2:44:35 PM,7,25
9351245,13251,12/2/2009,2:44:59 PM,4,25
9351244,13251,12/2/2009,2:45:06 PM,12,25
9351242,13251,12/2/2009,2:45:40 PM,936,25
9351241,13251,12/2/2009,2:46:05 PM,7,25
9351240,13251,12/2/2009,2:46:48 PM,12,25
9351239,13251,12/2/2009,2:51:18 PM,925,25
9351238,13251,12/2/2009,2:52:20 PM,7,25
9351237,13251,12/2/2009,2:54:54 PM,6,25
9351236,13251,12/2/2009,3:15:58 PM,7,32
9351235,13251,12/2/2009,3:16:05 PM,7,32
9351234,13251,12/2/2009,3:16:15 PM,7,32
9351233,13251,12/2/2009,3:16:23 PM,7,32
9351232,13251,12/2/2009,3:16:32 PM,12,32
9351231,13251,12/2/2009,3:18:00 PM,199,32
9351230,13251,12/2/2009,3:18:26 PM,7,32
9351229,13251,12/2/2009,3:18:35 PM,7,32
9351228,13251,12/2/2009,3:19:23 PM,12,32
9351227,13251,12/2/2009,3:19:36 PM,4,32
9351226,13251,12/2/2009,3:20:30 PM,7,32
9351225,13251,12/2/2009,3:22:03 PM,12,32
9351224,13251,12/2/2009,9:21:07 PM,4,32
9351223,13251,12/2/2009,9:21:18 PM,925,32
9351222,13251,12/2/2009,9:21:29 PM,7,32
9351221,13251,12/2/2009,9:21:41 PM,4,32
9351220,13251,12/2/2009,9:21:49 PM,12,32
9351219,13251,12/2/2009,9:22:32 PM,6,32
9351218,13251,12/2/2009,9:26:59 PM,936,32
9351217,13251,12/2/2009,9:27:16 PM,925,32
9351216,13251,12/2/2009,9:27:25 PM,7,32
9351215,13251,12/2/2009,9:27:48 PM,4,32
9351214,13251,12/2/2009,9:28:11 PM,7,32
9351213,13251,12/2/2009,9:28:25 PM,7,32
9351212,13251,12/2/2009,9:30:43 PM,6,32
9351211,13251,12/2/2009,9:39:15 PM,6,32
9351210,13251,12/2/2009,9:41:09 PM,7,32
9351209,13251,12/2/2009,9:41:47 PM,7,32
9351208,13251,12/2/2009,9:42:05 PM,7,32
9351207,13251,12/2/2009,9:42:23 PM,4,32
9351206,13251,12/2/2009,9:42:33 PM,199,32
9351205,13251,12/2/2009,9:43:02 PM,7,32
9351204,13251,12/2/2009,9:49:42 PM,7,32
9351203,13251,12/2/2009,9:53:57 PM,936,32
9351202,13251,12/2/2009,9:54:12 PM,7,32
9351201,13251,12/2/2009,9:54:32 PM,7,32
9351200,13251,12/2/2009,9:56:27 PM,7,32
9351199,13251,12/2/2009,9:56:39 PM,12,32
9351198,13251,12/2/2009,9:58:18 PM,7,32
9351197,13251,12/2/2009,9:58:32 PM,7,32
9351196,13251,12/2/2009,9:58:44 PM,7,32
9351195,13251,12/2/2009,9:58:53 PM,199,32
9351194,13251,12/2/2009,9:59:14 PM,4,32
9351193,13251,12/2/2009,9:59:23 PM,4,32
9351192,13251,12/2/2009,9:59:35 PM,7,32
9351191,13251,12/2/2009,10:01:25 PM,7,32
9351190,13251,12/2/2009,10:01:44 PM,7,32
9351189,13251,12/2/2009,10:03:41 PM,7,32
9351188,13251,12/2/2009,10:06:01 PM,935,32
9351187,13251,12/2/2009,10:09:11 PM,7,32
9351186,13251,12/2/2009,10:09:34 PM,7,32
9351185,13251,12/2/2009,10:09:44 PM,4,32
9351184,13251,12/2/2009,10:10:04 PM,7,32
9351183,13251,12/2/2009,10:10:14 PM,12,32
9351182,13251,12/2/2009,10:10:26 PM,199,32
9351181,13251,12/2/2009,10:10:42 PM,12,32
9351180,13251,12/2/2009,10:10:56 PM,7,32
9351179,13251,12/2/2009,10:11:04 PM,936,32
9351178,13251,12/2/2009,10:11:12 PM,12,32
9351177,13251,12/2/2009,10:11:21 PM,199,32
9351176,13251,12/2/2009,10:11:35 PM,12,32
9351175,13251,12/2/2009,10:11:53 PM,12,32
9351174,13251,12/2/2009,10:12:38 PM,925,32
9351173,13251,12/2/2009,10:12:48 PM,12,32
9351172,13251,12/2/2009,10:12:57 PM,4,32
9351171,13251,12/2/2009,10:13:06 PM,936,32
9351170,13251,12/2/2009,10:17:03 PM,7,32
9351169,13251,12/2/2009,10:17:13 PM,4,32
9351168,13251,12/2/2009,10:17:39 PM,7,32
9351167,13251,12/2/2009,10:19:04 PM,4,32
9351166,13251,12/2/2009,10:19:13 PM,12,32
9351165,13251,12/2/2009,10:19:41 PM,7,32
9351164,13251,12/2/2009,10:21:15 PM,12,32
9351163,13251,12/2/2009,10:24:04 PM,7,32
9351162,13251,12/2/2009,10:24:12 PM,4,32
9351161,13251,12/2/2009,10:24:26 PM,199,32
9351160,13251,12/2/2009,10:24:43 PM,7,32
9351159,13251,12/2/2009,10:24:57 PM,7,32
9351158,13251,12/2/2009,10:26:36 PM,7,32
9351157,13251,12/2/2009,10:27:27 PM,7,32
9351156,13251,12/2/2009,10:27:40 PM,12,32
9351155,13251,12/2/2009,10:27:56 PM,6,32
9351154,13251,12/2/2009,10:28:17 PM,7,32
9351153,13251,12/3/2009,12:08:34 AM,936,32
9351152,13251,12/3/2009,12:08:41 AM,12,32
9351151,13251,12/3/2009,12:08:50 AM,7,32
9351150,13251,12/3/2009,12:09:16 AM,925,32
9351149,13251,12/3/2009,12:09:26 AM,12,32
9351148,13251,12/3/2009,12:09:56 AM,7,32
9351146,13251,12/3/2009,12:10:40 AM,4,32
9351145,13251,12/3/2009,12:12:14 AM,80,32
9351144,13251,12/3/2009,12:12:22 AM,80,32
9351143,13251,12/3/2009,12:12:31 AM,6,32
9351142,13251,12/3/2009,12:12:40 AM,12,32
9351141,13251,12/3/2009,12:12:47 AM,935,32
9351139,13251,12/3/2009,12:13:21 AM,12,32
9351138,13251,12/3/2009,12:13:30 AM,199,32
9351137,13251,12/3/2009,12:13:47 AM,7,32
9351136,13251,12/3/2009,12:13:59 AM,936,32
9351135,13251,12/3/2009,12:15:07 AM,12,32
9351134,13251,12/3/2009,12:15:52 AM,7,32
9351133,13251,12/3/2009,12:16:19 AM,12,32
9351132,13251,12/3/2009,12:19:40 AM,4,32
9351131,13251,12/3/2009,12:22:14 AM,6,32
9351130,13251,12/3/2009,12:25:17 AM,12,32
9351129,13251,12/3/2009,1:40:15 AM,6,32
9351128,13251,12/3/2009,1:41:04 AM,7,32
9351127,13251,12/3/2009,1:41:14 AM,12,32
9351126,13251,12/3/2009,1:41:22 AM,925,32
9351125,13251,12/3/2009,1:42:47 AM,7,32
9351124,13251,12/3/2009,1:42:57 AM,7,32
9351123,13251,12/3/2009,1:43:26 AM,7,32
9351122,13251,12/3/2009,1:43:33 AM,12,32
9351121,13251,12/3/2009,5:33:15 AM,12,26
9351120,13251,12/3/2009,5:39:37 AM,6,26
9351119,13251,12/3/2009,5:43:50 AM,4,26
9351118,13251,12/3/2009,5:44:17 AM,3,26
9351117,13251,12/3/2009,2:55:22 PM,199,32
9351116,13251,12/3/2009,2:55:36 PM,7,32
9351115,13251,12/3/2009,2:56:36 PM,7,32
9351114,13251,12/3/2009,2:56:44 PM,12,32
9351113,13251,12/3/2009,2:56:53 PM,4,32
9351112,13251,12/3/2009,2:57:02 PM,7,32
9351111,13251,12/3/2009,2:57:09 PM,7,32
9351110,13251,12/3/2009,2:57:18 PM,4,32
9351109,13251,12/3/2009,2:57:29 PM,7,32
9351108,13251,12/3/2009,2:57:37 PM,7,32
9351107,13251,12/3/2009,2:57:44 PM,199,32
9351106,13251,12/3/2009,2:57:57 PM,6,32
9351105,13251,12/3/2009,2:58:24 PM,6,32
9351104,13251,12/3/2009,2:59:48 PM,7,32
9351103,13251,12/3/2009,3:03:33 PM,7,32
9351102,13251,12/3/2009,3:04:28 PM,7,32
9351101,13251,12/3/2009,3:04:36 PM,7,32
9351100,13251,12/3/2009,3:04:52 PM,12,32
9351099,13251,12/3/2009,3:05:09 PM,12,32
9351098,13251,12/3/2009,3:05:22 PM,12,32
9351097,13251,12/3/2009,3:05:44 PM,7,32
9351096,13251,12/3/2009,3:05:52 PM,7,32
9351095,13251,12/3/2009,6:30:36 PM,4,32
9351094,13251,12/3/2009,6:30:54 PM,4,32
9351093,13251,12/3/2009,6:31:13 PM,925,32
9351092,13251,12/3/2009,6:32:44 PM,7,32
9351091,13251,12/3/2009,6:33:29 PM,7,32
9351090,13251,12/3/2009,6:33:44 PM,4,32
9351089,13251,12/3/2009,6:36:39 PM,7,32
9351088,13251,12/3/2009,6:36:50 PM,7,32
9351087,13251,12/3/2009,6:36:57 PM,7,32
9351086,13251,12/3/2009,6:37:10 PM,7,32
9351085,13251,12/3/2009,6:37:20 PM,7,32
9351084,13251,12/3/2009,6:37:33 PM,7,32
9351083,13251,12/3/2009,6:37:41 PM,4,32
9351082,13251,12/3/2009,6:37:51 PM,4,32
9351081,13251,12/3/2009,6:38:08 PM,7,32
9351080,13251,12/3/2009,6:38:21 PM,7,32
9351079,13251,12/3/2009,7:09:24 PM,7,32
9351078,13251,12/3/2009,7:09:37 PM,7,32
9351077,13251,12/3/2009,7:09:51 PM,936,32
9351076,13251,12/3/2009,7:10:03 PM,199,32
9351075,13251,12/3/2009,7:10:14 PM,7,32
9351074,13251,12/3/2009,7:10:24 PM,7,32
9351073,13251,12/3/2009,7:10:35 PM,7,32
9351072,13251,12/3/2009,7:10:45 PM,12,32
9351071,13251,12/3/2009,7:10:55 PM,7,32
9351070,13251,12/3/2009,7:11:41 PM,7,32
9351069,13251,12/3/2009,7:11:54 PM,7,32
9351068,13251,12/3/2009,7:12:09 PM,925,32
9351067,13251,12/3/2009,7:12:20 PM,7,32
9351066,13251,12/3/2009,7:12:34 PM,5,32
9351065,13251,12/3/2009,7:12:43 PM,12,32
9351064,13251,12/3/2009,7:13:04 PM,12,32
9351063,13251,12/3/2009,7:13:15 PM,12,32
9351062,13251,12/3/2009,7:13:28 PM,12,32
9351061,13251,12/3/2009,7:13:37 PM,7,32
9351060,13251,12/3/2009,7:13:51 PM,12,32
9351059,13251,12/3/2009,7:14:12 PM,935,32
9351058,13251,12/3/2009,7:14:54 PM,935,32
9351057,13251,12/3/2009,7:15:31 PM,935,32
9351056,13251,12/3/2009,7:18:03 PM,12,32
9351055,13251,12/3/2009,7:18:15 PM,12,32
9351054,13251,12/3/2009,7:18:28 PM,12,32
9351053,13251,12/3/2009,7:18:41 PM,12,32
9351052,13251,12/3/2009,7:18:57 PM,12,32
9351051,13251,12/3/2009,7:32:11 PM,12,32
9351050,13251,12/3/2009,7:32:53 PM,7,32
9351049,13251,12/3/2009,7:33:21 PM,12,32
9351048,13251,12/3/2009,7:34:05 PM,12,32
9351047,13251,12/3/2009,7:34:27 PM,12,32
9351046,13251,12/3/2009,7:34:56 PM,12,32
9351045,13251,12/3/2009,7:35:10 PM,12,32
9351044,13251,12/3/2009,7:36:00 PM,12,32
9351043,13251,12/3/2009,7:36:55 PM,12,32
9351042,13251,12/3/2009,7:38:15 PM,12,32
9351041,13251,12/3/2009,7:38:25 PM,12,32
9351040,13251,12/3/2009,7:38:40 PM,12,32
9351039,13251,12/3/2009,7:38:50 PM,12,32
9351038,13251,12/3/2009,7:39:02 PM,12,32
9351037,13251,12/3/2009,7:49:42 PM,199,32
9351036,13251,12/3/2009,7:49:53 PM,35,32
9351035,13251,12/3/2009,7:50:02 PM,7,32
9351034,13251,12/3/2009,7:50:33 PM,199,32
9351033,13251,12/3/2009,7:52:12 PM,12,32
9351032,13251,12/3/2009,7:52:27 PM,7,32
9351031,13251,12/3/2009,7:52:41 PM,7,32
9351030,13251,12/3/2009,7:53:38 PM,4,32
9351029,13251,12/3/2009,7:55:44 PM,7,32
9351028,13251,12/3/2009,7:56:00 PM,6,32
9351027,13251,12/3/2009,7:56:17 PM,7,32
9351026,13251,12/3/2009,7:56:38 PM,936,32
9351025,13251,12/3/2009,7:57:02 PM,7,32
9351024,13251,12/3/2009,7:57:27 PM,80,32
9351023,13251,12/3/2009,11:10:35 PM,925,25
9351022,13251,12/3/2009,11:10:51 PM,4,25
9351021,13251,12/3/2009,11:11:12 PM,7,25
9351020,13251,12/3/2009,11:11:26 PM,4,25
9351019,13251,12/3/2009,11:11:46 PM,6,25
9351018,13251,12/3/2009,11:12:00 PM,7,25
9351017,13251,12/3/2009,11:12:11 PM,7,25
9351016,13251,12/3/2009,11:12:32 PM,936,25
9351015,13251,12/3/2009,11:12:50 PM,6,25
9351014,13251,12/3/2009,11:13:24 PM,7,25
9351013,13251,12/3/2009,11:13:32 PM,4,25
9351012,13251,12/3/2009,11:14:00 PM,7,25
9351011,13251,12/3/2009,11:14:17 PM,12,25
9351010,13251,12/3/2009,11:14:25 PM,936,25
9351009,13251,12/3/2009,11:14:56 PM,936,25
9351008,13251,12/3/2009,11:15:12 PM,7,25
9351007,13251,12/3/2009,11:15:28 PM,4,25
9351006,13251,12/3/2009,11:15:37 PM,4,25
9351005,13251,12/3/2009,11:15:46 PM,7,25
9351004,13251,12/3/2009,11:16:54 PM,4,25
9351003,13251,12/3/2009,11:17:38 PM,935,25
9351002,13251,12/3/2009,11:21:08 PM,7,25
9351001,13251,12/3/2009,11:21:15 PM,6,25
9351000,13251,12/3/2009,11:23:08 PM,7,25
9350999,13251,12/4/2009,4:13:51 AM,7,32
9350998,13251,12/4/2009,4:13:58 AM,7,32
9350997,13251,12/4/2009,4:14:06 AM,199,32
9350996,13251,12/4/2009,4:14:17 AM,7,32
9350995,13251,12/4/2009,4:14:28 AM,4,32
9350994,13251,12/4/2009,4:14:35 AM,7,32
9350993,13251,12/4/2009,4:14:42 AM,7,32
9350992,13251,12/4/2009,4:14:58 AM,12,32
9350991,13251,12/4/2009,4:15:11 AM,12,32
9350990,13251,12/4/2009,4:15:24 AM,7,32
9350989,13251,12/4/2009,4:15:35 AM,12,32
9350988,13251,12/4/2009,4:15:46 AM,12,32
9350987,13251,12/4/2009,5:00:05 PM,7,32
9350986,13251,12/4/2009,5:00:15 PM,7,32
9350985,13251,12/4/2009,5:22:00 PM,3,25
9350984,13251,12/4/2009,5:22:23 PM,7,25
9350983,13251,12/4/2009,5:22:47 PM,925,25
9350982,13251,12/4/2009,5:24:49 PM,925,25
9350981,13251,12/4/2009,5:25:05 PM,925,25
9350980,13251,12/4/2009,5:25:17 PM,925,25
9350979,13251,12/4/2009,5:30:19 PM,925,25
9350978,13251,12/4/2009,5:30:37 PM,7,25
9350977,13251,12/4/2009,5:30:53 PM,925,25
9350976,13251,12/4/2009,5:31:02 PM,218,25
9350975,13251,12/4/2009,5:31:38 PM,925,25
9350974,13251,12/4/2009,5:31:53 PM,7,25
9350973,13251,12/4/2009,5:32:15 PM,925,25
9350972,13251,12/4/2009,5:34:18 PM,925,25
9350971,13251,12/4/2009,5:36:34 PM,935,25
9350970,13251,12/4/2009,5:36:42 PM,12,25
9350969,13251,12/4/2009,5:36:50 PM,936,25
9350968,13251,12/4/2009,5:37:00 PM,178,25
9350967,13251,12/4/2009,5:37:16 PM,936,25
9350966,13251,12/4/2009,5:38:42 PM,3,25
9350965,13251,12/4/2009,5:39:12 PM,925,25
9350964,13251,12/4/2009,5:39:23 PM,925,25
9350963,13251,12/4/2009,5:39:34 PM,4,25
9350962,13251,12/4/2009,5:39:41 PM,4,25
9350961,13251,12/4/2009,5:39:58 PM,925,25
9350960,13251,12/4/2009,5:40:09 PM,925,25
9350959,13251,12/4/2009,5:40:16 PM,12,25
9350958,13251,12/4/2009,5:40:26 PM,935,25
9350957,13251,12/4/2009,5:40:47 PM,925,25
9350956,13251,12/4/2009,5:41:33 PM,925,25
9350955,13251,12/4/2009,5:42:02 PM,942,25
9350954,13251,12/4/2009,5:50:38 PM,205,25
9350953,13251,12/4/2009,6:10:23 PM,7,25
9350952,13251,12/4/2009,6:10:37 PM,4,25
9350951,13251,12/4/2009,6:10:45 PM,7,25
9350950,13251,12/4/2009,6:10:53 PM,7,25
9350949,13251,12/4/2009,6:11:43 PM,199,25
9350948,13251,12/4/2009,6:11:52 PM,7,25
9350947,13251,12/4/2009,6:12:19 PM,6,25
9350946,13251,12/4/2009,6:13:24 PM,3,25
9350945,13251,12/4/2009,6:13:50 PM,4,25
9350944,13251,12/4/2009,6:15:41 PM,935,25
9350943,13251,12/4/2009,6:17:05 PM,4,25
9350942,13251,12/4/2009,6:17:18 PM,7,25
9350941,13251,12/4/2009,6:17:45 PM,7,25
9350940,13251,12/4/2009,6:17:54 PM,7,25
9350939,13251,12/4/2009,6:18:03 PM,4,25
9350938,13251,12/4/2009,6:18:16 PM,7,25
9350937,13251,12/4/2009,6:18:29 PM,12,25
9350936,13251,12/4/2009,6:18:45 PM,935,25
9350935,13251,12/4/2009,6:19:10 PM,7,25
9350934,13251,12/4/2009,6:19:18 PM,4,25
9350933,13251,12/4/2009,6:19:35 PM,6,25
9350932,13251,12/4/2009,6:19:54 PM,925,25
9350931,13251,12/4/2009,6:20:02 PM,7,25
9350930,13251,12/4/2009,6:20:12 PM,7,25
9350929,13251,12/4/2009,6:20:30 PM,935,25
9350928,13251,12/4/2009,6:20:51 PM,12,25
9350927,13251,12/4/2009,6:21:07 PM,7,25
9350926,13251,12/4/2009,6:21:21 PM,7,25
9350925,13251,12/4/2009,6:21:43 PM,7,25
9350924,13251,12/4/2009,6:30:47 PM,7,32
9350923,13251,12/4/2009,6:30:55 PM,12,33
9350922,13251,12/4/2009,6:31:21 PM,7,32
9350921,13251,12/4/2009,6:31:49 PM,133,32
9350920,13251,12/4/2009,6:32:30 PM,133,32
9350919,13251,12/4/2009,6:32:48 PM,7,33
9350918,13251,12/4/2009,6:32:57 PM,7,39
9350917,13251,12/4/2009,6:33:06 PM,133,32
9350916,13251,12/4/2009,6:33:25 PM,21,33
9350915,13251,12/4/2009,6:36:37 PM,936,33
9350914,13251,12/4/2009,6:37:10 PM,3,33
9350913,13251,12/4/2009,6:37:57 PM,7,33
9350912,13251,12/4/2009,6:38:07 PM,7,33
9350818,13251,12/6/2009,6:16:13 PM,205,25
9350817,13251,12/6/2009,6:16:22 PM,6,25
9350816,13251,12/6/2009,6:16:33 PM,935,25
9350815,13251,12/6/2009,6:16:40 PM,925,25
9350814,13251,12/6/2009,6:16:54 PM,3,25
9350813,13251,12/6/2009,6:17:12 PM,925,25
9350812,13251,12/6/2009,6:17:26 PM,925,25
9350811,13251,12/6/2009,6:17:42 PM,925,25
9350810,13251,12/6/2009,6:20:51 PM,925,25
9350809,13251,12/6/2009,6:21:01 PM,4,25
9350808,13251,12/6/2009,10:28:05 PM,12,25
9350807,13251,12/6/2009,10:28:20 PM,4,25
9350806,13251,12/6/2009,10:28:30 PM,7,25
9350805,13251,12/6/2009,10:28:38 PM,4,25
9350804,13251,12/6/2009,10:28:46 PM,7,25
9350803,13251,12/6/2009,10:28:55 PM,4,25
9350802,13251,12/6/2009,10:29:09 PM,12,25
9350801,13251,12/6/2009,10:29:22 PM,7,25
9350800,13251,12/6/2009,10:29:31 PM,7,25
9350799,13251,12/6/2009,10:29:41 PM,7,25
9350798,13251,12/6/2009,10:29:51 PM,7,25
9350797,13251,12/6/2009,10:29:59 PM,7,25
9350796,13251,12/6/2009,10:30:08 PM,7,25
9350795,13251,12/6/2009,10:30:36 PM,7,25
9350794,13251,12/6/2009,10:30:48 PM,4,25
9350793,13251,12/6/2009,10:30:56 PM,7,25
9350792,13251,12/6/2009,10:31:13 PM,6,25
9350791,13251,12/6/2009,10:31:23 PM,925,25
9350790,13251,12/6/2009,10:31:45 PM,7,25
9350789,13251,12/6/2009,10:31:56 PM,7,25
9350788,13251,12/6/2009,10:32:16 PM,936,25
9350787,13251,12/6/2009,10:32:58 PM,936,25
9350786,13251,12/6/2009,10:33:11 PM,936,25
9350785,13251,12/6/2009,10:33:20 PM,936,25
9350784,13251,12/6/2009,10:33:32 PM,5,25
9350783,13251,12/6/2009,10:33:48 PM,936,25
9350782,13251,12/6/2009,10:34:08 PM,934,25
9350781,13251,12/6/2009,10:34:18 PM,935,25
9350780,13251,12/6/2009,10:34:28 PM,935,25
9350779,13251,12/6/2009,10:35:09 PM,12,25
9350778,13251,12/6/2009,10:35:28 PM,133,25
9350777,13251,12/6/2009,10:35:36 PM,133,25
9350776,13251,12/6/2009,10:35:43 PM,133,25
9350775,13251,12/6/2009,10:36:08 PM,133,25
9350774,13251,12/6/2009,10:36:23 PM,133,25
9350773,13251,12/6/2009,10:36:36 PM,12,25
9350772,13251,12/6/2009,10:36:45 PM,7,25
9350771,13251,12/6/2009,10:39:47 PM,6,25
9350770,13251,12/6/2009,10:40:12 PM,12,25
9350769,13251,12/6/2009,10:40:32 PM,7,25
9350768,13251,12/6/2009,10:40:43 PM,7,25
9350767,13251,12/6/2009,10:40:53 PM,7,25
